Reserved;Main menu;Sub menu 1;Sub menu 2;Sub menu 3;Subsystem IDX;Object IDX;Attribute IDX;Menu Type;Enum Name;Max Digits;Number of dp's;Units Table;Access Rights (read only);Access Rights (standard);Access Rights (advanced);Access Rights (service);English;German;French;Espanol;Italian;Dutch;Danish;Swedish;Finish;Polish;Russian;Chinese
;;;;Energy Totalizer;TOTALIZER_IDX;TOTALIZER_IDX_totEnergyPresetValue;0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM11;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Energy Totalizer;Energie-Z\x84hler;Totalisateur \x82nergie;;;;;;;;;
;;;;Net Act.Vol.Totalizer;TOTALIZER_IDX;TOTALIZER_IDX_totQvPartialPresetValue;0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM9;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Net Act.Vol.Totalizer;Net.-Bvol.-Z\x84hler;Totali.VolumeNetR\x82el;;;;;;;;;
;;;;Net Std.Vol.Totalizer;TOTALIZER_IDX;TOTALIZER_IDX_totQnPartialPresetValue;0;NUMERICAL PARAM;;12;AUTO_RANGING;UOM9;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Net Std.Vol.Totalizer;Net.-Nvol.-Z\x84hler;Total.Volume Net Std;;;;;;;;;
;;;Set To Preset Value;;;;;MENU;;;;;;;;;Set To Preset Value;Auf Wert einstellen;Fixer \x85valeurPr\x82d\x82f.;;;;;;;;;
;;;;All Totalizers;TOTALIZER_IDX;TOTALIZER_IDX_PresetAllTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;All Totalizers;Alle Z\x84hler;Tout totalisateurs;;;;;;;;;
;;;;Act.Volume Totalizer;TOTALIZER_IDX;TOTALIZER_IDX_PresetQvTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Act.Volume Totalizer;Betriebsvol.-Z\x84hler;Totalis. volume r\x82el;;;;;;;;;
;;;;Std.Volume Totalizer;TOTALIZER_IDX;TOTALIZER_IDX_PresetQnTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Std.Volume Totalizer;Normvol.-Z\x84hler;Totalis. volume std;;;;;;;;;
;;;;Mass Totalizer;TOTALIZER_IDX;TOTALIZER_IDX_PresetQmTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Mass Totalizer;Masse-Z\x84hler;Totalisateur masse;;;;;;;;;
;;;;Energy Totalizer;TOTALIZER_IDX;TOTALIZER_IDX_PresetEnergyTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Energy Totalizer;Energie-Z\x84hler;Totalisateur \x82nergie;;;;;;;;;
;;;;Net Act.Vol.Totalizer;TOTALIZER_IDX;TOTALIZER_IDX_PresetQvPartialTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Net Act.Vol.Totalizer;Net.-Bvol.-Z\x84hler;Totali.VolumeNetR\x82el;;;;;;;;;
;;;;Net Std.Vol.Totalizer;TOTALIZER_IDX;TOTALIZER_IDX_PresetQnPartialTotalizer;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Net Std.Vol.Totalizer;Net.-Nvol.-Z\x84hler;Total.Volume Net Std;;;;;;;;;
;;Overflow;;;;;;MENU;;;;;;;;;Overflow;\x9Aberlauf;D\x82bordement;;;;;;;;;
;;;Act.Volume Totalizer;;;;;MENU;;;;;;;;;Act.Volume Totalizer;Betriebsvol.-Z\x84hler;Totalis. volume r\x82el;;;;;;;;;
;;;;Overflow Count;TOTALIZER_IDX;TOTALIZER_IDX_totQvOverrollCnt;0;NUMERICAL PARAM (view only);;12;0;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Overflow Count;\x9Aberlauf z\x84hlen;D\x82bordement compter;;;;;;;;;
;;;;Overflow Thres.;TOTALIZER_IDX;TOTALIZER_IDX_totOverrollBase;0;NUMERICAL PARAM (view only);;12;1;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Overflow Thres.;\x9Aberlauf Schwelle;D\x82bordement seuil;;;;;;;;;
;;;Std.Volume Totalizer;;;;;MENU;;;;;;;;;Std.Volume Totalizer;Normvol.-Z\x84hler;Totalis. volume std;;;;;;;;;
;;;;Overflow Count;TOTALIZER_IDX;TOTALIZER_IDX_totQnOverrollCnt;0;NUMERICAL PARAM (view only);;12;0;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Overflow Count;\x9Aberlauf z\x84hlen;D\x82bordement compter;;;;;;;;;
;;;;Overflow Thres.;TOTALIZER_IDX;TOTALIZER_IDX_totOverrollBase;0;NUMERICAL PARAM (view only);;12;1;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Overflow Thres.;\x9Aberlauf Schwelle;D\x82bordement seuil;;;;;;;;;
;;;Mass Totalizer;;;;;MENU;;;;;;;;;Mass Totalizer;Masse-Z\x84hler;Totalisateur masse;;;;;;;;;
;;;;Overflow Count;TOTALIZER_IDX;TOTALIZER_IDX_totQmOverrollCnt;0;NUMERICAL PARAM (view only);;12;0;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Overflow Count;\x9Aberlauf z\x84hlen;D\x82bordement compter;;;;;;;;;
;;;;Overflow Thres.;TOTALIZER_IDX;TOTALIZER_IDX_totOverrollBase;0;NUMERICAL PARAM (view only);;12;1;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Overflow Thres.;\x9Aberlauf Schwelle;D\x82bordement seuil;;;;;;;;;
;;;Energy Totalizer;;;;;MENU;;;;;;;;;Energy Totalizer;Energie-Z\x84hler;Totalisateur \x82nergie;;;;;;;;;
;;;;Overflow Count;TOTALIZER_IDX;TOTALIZER_IDX_totEnergyOverrollCnt;0;NUMERICAL PARAM (view only);;12;0;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Overflow Count;\x9Aberlauf z\x84hlen;D\x82bordement compter;;;;;;;;;
;;;;Overflow Thres.;TOTALIZER_IDX;TOTALIZER_IDX_totOverrollBase;0;NUMERICAL PARAM (view only);;12;1;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Overflow Thres.;\x9Aberlauf Schwelle;D\x82bordement seuil;;;;;;;;;
;;;Net Act.Vol.Totalizer;;;;;MENU;;;;;;;;;Net Act.Vol.Totalizer;Net.-Bvol.-Z\x84hler;Totali.VolumeNetR\x82el;;;;;;;;;
;;;;Overflow Count;TOTALIZER_IDX;TOTALIZER_IDX_totQvPartialOverrollCnt;0;NUMERICAL PARAM (view only);;12;0;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Overflow Count;\x9Aberlauf z\x84hlen;D\x82bordement compter;;;;;;;;;
;;;;Overflow Thres.;TOTALIZER_IDX;TOTALIZER_IDX_totOverrollBase;0;NUMERICAL PARAM (view only);;12;1;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Overflow Thres.;\x9Aberlauf Schwelle;D\x82bordement seuil;;;;;;;;;
;;;Net Std.Vol.Totalizer;;;;;MENU;;;;;;;;;Net Std.Vol.Totalizer;Net.-Nvol.-Z\x84hler;Total.Volume Net Std;;;;;;;;;
;;;;Overflow Count;TOTALIZER_IDX;TOTALIZER_IDX_totQnPartialOverrollCnt;0;NUMERICAL PARAM (view only);;12;0;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Overflow Count;\x9Aberlauf z\x84hlen;D\x82bordement compter;;;;;;;;;
;;;;Overflow Thres.;TOTALIZER_IDX;TOTALIZER_IDX_totOverrollBase;0;NUMERICAL PARAM (view only);;12;1;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Overflow Thres.;\x9Aberlauf Schwelle;D\x82bordement seuil;;;;;;;;;
;Service Menu;;;;;;;CONFIG HEADER;;;;;;;;;Service;Service;Service;;;;;;;;;
;;Transmitter;;;;;;MENU;;;;;;;;;Transmitter;Transmitter;Transmetteur;;;;;;;;;
;;;Reset Run Hour;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_resetCB_Runhour;0;AUTO ADJUST;;;;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Reset Run Hour;Reset Betriebsstd.;RAZ h fonctionnement;;;;;;;;;
;;;Run Hours;;CDT_IDX;CDT_IDX_totalWorkingTimeHour;0;NUMERICAL PARAM (view only);;8;0;h;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Run Hours;Betriebsstunden;Heures fonctionn.;;;;;;;;;
;;;Maintenance Cycle;;CDT_IDX;CDT_IDX_tranMaintenanceCyc;0;NUMERICAL PARAM;;8;0;h;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Maintenance Cycle;Wartungsintervall;Cycle maintenance;;;;;;;;;
;;;Max Housing Temp;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_ambientTemperatureMax_obj;UOM_PF_value_0;NUMERICAL PARAM;;6;AUTO_RANGING;UOM5;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Max Housing Temp;Max. Tx. Temp;Temp max. bo\x8Ctier;;;;;;;;;
;;Sensor;;;;;;MENU;;;;;;;;;Sensor;Aufnehmer;Capteur;;;;;;;;;
;;;Sensor Type;;CDT_IDX;CDT_IDX_converterType;0;ENUM PARAM;;;;Not Used;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Sensor Type;Aufnehmer Typ;Type de capteur;;;;;;;;;
;;;Meter(V) Size;;CDT_IDX;CDT_IDX_vortexmeterSize;0;ENUM PARAM;;;;Not Used;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Meter(V) Size;Nennweite;Taille appareil (V);;;;;;;;;
;;;Meter(S) Size;;CDT_IDX;CDT_IDX_swirlmeterSize;0;ENUM PARAM;;;;Not Used;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Meter(S) Size;Nennweite;Taille appareil (S);;;;;;;;;
;;;QvMaxDN;;SVM_IDX;SVM_IDX_QvMaxDNObj;UOM_PF_value_0;NUMERICAL PARAM;;10;AUTO_RANGING;UOM1;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;QvMaxDN;QvMax DN;Qv max DN;;;;;;;;;
;;;RTD Connection;;CDT_IDX;CDT_IDX_intRTDType;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;RTD Connection;RTD Verbindung;Connexion RTD;;;;;;;;;
;;;;;;;;;TEMP_PT100;;;;;;;;PT100;PT100;Pt 100;;;;;;;;;
;;;;;;;;;TEMP_PT1000;;;;;;;;PT1000;PT1000;Pt 1000;;;;;;;;;
;;;;;;;;;TEMP_NONE;;;;;;;;Without;Ohne;Sans;;;;;;;;;
;;;Max Medium Temp;;CDT_IDX;CDT_IDX_temperatureMaxRecord_obj;UOM_PF_value_0;NUMERICAL PARAM;;6;AUTO_RANGING;UOM5;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Max Medium Temp;Max. Med. Temp;Temp. Max. fluide;;;;;;;;;
;;;Reset Run Hour;;CDT_IDX;CDT_IDX_resetFE_Runhour;0;AUTO ADJUST;;;;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Reset Run Hour;Reset Betriebsstd.;RAZ h fonctionnement;;;;;;;;;
;;;Run Hours;;CDT_IDX;CDT_IDX_frontendOperationHour;0;NUMERICAL PARAM (view only);;8;0;h;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Run Hours;Betriebsstunden;Heures fonctionn.;;;;;;;;;
;;;Maintenance Cycle;;CDT_IDX;CDT_IDX_frontendMaintenance;0;NUMERICAL PARAM;;8;0;h;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Maintenance Cycle;Wartungsintervall;Cycle maintenance;;;;;;;;;
;;;SNR;;CDT_IDX;CDT_IDX_snr;0;NUMERICAL PARAM (view only);;6;AUTO_RANGING;dB;0 Read Only;0 Read Only;0 Read Only;0 Read Only;SNR;SNR Signalrauschen;Ratio bruit signal;;;;;;;;;
;;;SNR Threshold;;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_snrThreshold;0;NUMERICAL PARAM;;8;0;dB;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;SNR Threshold;SNR Schaltgrenze;Seuil bruit signal;;;;;;;;;
;;;Auto Check En.;;CDT_IDX;CDT_IDX_autoselfcheck_Enable;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Auto Check En.;Auto Check En.;Auto Check En.;;;;;;;;;
;;;Auto Check Range;;CDT_IDX;CDT_IDX_spanUpperRange;0;NUMERICAL PARAM;;5;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Auto Check Range;Auto Check Range;Gamme auto v\x82rif.;;;;;;;;;
;;;Sig. Amplitude;;CDT_IDX;CDT_IDX_sigAmplitude;0;NUMERICAL PARAM (view only);;6;0;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Sig. Amplitude;Sig. Amplitude;Sig. Amplitude;;;;;;;;;
;;;Vbr. Amplitude;;CDT_IDX;CDT_IDX_vbrAmplitude;0;NUMERICAL PARAM (view only);;6;0;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;Vbr. Amplitude;Vbr. Amplitude;Vbr. Amplitude;;;;;;;;;
;;;FFT Magnitude;;CDT_IDX;CDT_IDX_sigMagnitude;0;NUMERICAL PARAM (view only);;6;0;;0 Read Only;0 Read Only;0 Read Only;0 Read Only;FFT Magnitude;FFT Magnitude;FFT Magnitude;;;;;;;;;
;;;Calibration Status;;CDT_IDX;CDT_IDX_calibrationStatus;0;ENUM PARAM;;;;Not Used;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Calibration Status;Aufnehmer Typ;Type de capteur;;;;;;;;;
;;;;;;;;;SENSOR_IS_CALIBRATED;;;;;;;;Calibrated;kalibriert;\x82talonn\x82;;;;;;;;;
;;;;;;;;;SENSOR_IS_UNCALIBRATED;;;;;;;;Uncalibrated;Sensor n. kalibriert;Non \x82talonn\x82;;;;;;;;;
;;Function Activation;;;;;;MENU;;;;;;;;;Function Activation;Function Activation;Activation fonction;;;;;;;;;
;;;Int. RTD Password;;CDT_IDX;CDT_IDX_internalRTDPassword;0;STRING PARAM;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Int. RTD Password;Int. RTD Password;Mot dePasse int. RTD;;;;;;;;;
;;;AI Password;;CDT_IDX;CDT_IDX_analogInputPassword;0;STRING PARAM;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;AI Password;AI Password;Mot passe entr\x82eAna.;;;;;;;;;
;;;Energy Mode Password;;CDT_IDX;CDT_IDX_energyFlowPassword;0;STRING PARAM;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Energy Mode Password;Energy Mode Password;Mot passeModeEnergie;;;;;;;;;
;;Linearisation;;;;;;MENU;;;;;;;;;Linearisation;Linearisation;Lin\x82arisation;;;;;;;;;
;;;k-Linearisation;;SVM_IDX;SVM_IDX_KLinearisation;0;ENUM PARAM;;;;Not Used;0 Read Only;0 Read Only;1 Read/Write;1 Read/Write;k-Linearisation;k-Linearisation;k-Linearisation;;;;;;;;;
;;;;;;;;;AVERAGE;;;;;;;;Median;Median;Moyenne;;;;;;;;;
;;;;;;;;;1PT;;;;;;;;1 Point;1 Punkt ;1 Point;;;;;;;;;
;;;;;;;;;2PT;;;;;;;;2 Points;2 Punkte;2 Points;;;;;;;;;
;;;;;;;;;3PT;;;;;;;;3 Points;3 Punkte;3 Points;;;;;;;;;
;;;;;;;;;4PT;;;;;;;;4 Points;4 Punkte;4 Points;;;;;;;;;
;;;;;;;;;5PT;;;;;;;;5 Points;5 Punkte;5 Points;;;;;;;;;
;;;;;;;;;6PT;;;;;;;;6 Points;6 Punkte;6 Points;;;;;;;;;
;;;;;;;;;7PT;;;;;;;;7 Points;7 Punkte;7 Points;;;;;;;;;
;;;;;;;;;8PT;;;;;;;;8 Points;8 Punkte;8 Points;;;;;;;;;
;;;k Set;;SVM_IDX;SVM_IDX_KSET;0;ENUM PARAM;;;;Not Used;0 Read Only;0 Read Only;0 Read Only;0 Read Only;k Set;k Set;R\x82glage k;;;;;;;;;
;;;;;;;;;KFACTOR_GAS;;;;;;;;Gas;Gas;Gaz;;;;;;;;;
;;;;;;;;;KFACTOR_LIQUID;;;;;;;;Liquid;Fl\x81ssig;Liquide;;;;;;;;;
;;;Liquid Linear.;;;;;MENU;;;;;;;;;Liquid Linear.;Liquid Linear.;Lin\x82arisat. liquide;;;;;;;;;
;;;;Average  K;SVM_IDX;SVM_IDX_KAverageLiquid;0;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Average  K;Average  K;K moyen;;;;;;;;;
;;;;K1;SVM_IDX;SVM_IDX_KLiquid;0;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K1;K1;K1;;;;;;;;;
;;;;K2;SVM_IDX;SVM_IDX_KLiquid;1;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K2;K2;K2;;;;;;;;;
;;;;K3;SVM_IDX;SVM_IDX_KLiquid;2;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K3;K3;K3;;;;;;;;;
;;;;K4;SVM_IDX;SVM_IDX_KLiquid;3;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K4;K4;K4;;;;;;;;;
;;;;K5;SVM_IDX;SVM_IDX_KLiquid;4;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K5;K5;K5;;;;;;;;;
;;;;K6;SVM_IDX;SVM_IDX_KLiquid;5;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K6;K6;K6;;;;;;;;;
;;;;K7;SVM_IDX;SVM_IDX_KLiquid;6;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K7;K7;K7;;;;;;;;;
;;;;K8;SVM_IDX;SVM_IDX_KLiquid;7;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K8;K8;K8;;;;;;;;;
;;;;Freq1;SVM_IDX;SVM_IDX_KLiquidFreq;0;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Freq1;Freq1;Freq1;;;;;;;;;
;;;;Freq2;SVM_IDX;SVM_IDX_KLiquidFreq;1;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;1 Read/Write;1 Read/Write;Freq2;Freq2;Freq2;;;;;;;;;
;;;;Freq3;SVM_IDX;SVM_IDX_KLiquidFreq;2;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;1 Read/Write;1 Read/Write;Freq3;Freq3;Freq3;;;;;;;;;
;;;;Freq4;SVM_IDX;SVM_IDX_KLiquidFreq;3;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;1 Read/Write;1 Read/Write;Freq4;Freq4;Freq4;;;;;;;;;
;;;;Freq5;SVM_IDX;SVM_IDX_KLiquidFreq;4;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;1 Read/Write;1 Read/Write;Freq5;Freq5;Freq5;;;;;;;;;
;;;;Freq6;SVM_IDX;SVM_IDX_KLiquidFreq;5;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;1 Read/Write;1 Read/Write;Freq6;Freq6;Freq6;;;;;;;;;
;;;;Freq7;SVM_IDX;SVM_IDX_KLiquidFreq;6;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;1 Read/Write;1 Read/Write;Freq7;Freq7;Freq7;;;;;;;;;
;;;;Freq8;SVM_IDX;SVM_IDX_KLiquidFreq;7;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;1 Read/Write;1 Read/Write;Freq8;Freq8;Freq8;;;;;;;;;
;;;Gas linear.;;;;;MENU;;;;;;;;;Gas linear.;Gas linear.;Gaz lin\x82aire;;;;;;;;;
;;;;Average K;SVM_IDX;SVM_IDX_KAverageGas;0;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Average K;Average K;K moyen;;;;;;;;;
;;;;K1;SVM_IDX;SVM_IDX_KGas;0;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K1;K1;K1;;;;;;;;;
;;;;K2;SVM_IDX;SVM_IDX_KGas;1;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K2;K2;K2;;;;;;;;;
;;;;K3;SVM_IDX;SVM_IDX_KGas;2;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K3;K3;K3;;;;;;;;;
;;;;K4;SVM_IDX;SVM_IDX_KGas;3;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K4;K4;K4;;;;;;;;;
;;;;K5;SVM_IDX;SVM_IDX_KGas;4;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K5;K5;K5;;;;;;;;;
;;;;K6;SVM_IDX;SVM_IDX_KGas;5;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K6;K6;K6;;;;;;;;;
;;;;K7;SVM_IDX;SVM_IDX_KGas;6;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K7;K7;K7;;;;;;;;;
;;;;K8;SVM_IDX;SVM_IDX_KGas;7;NUMERICAL PARAM;;12;AUTO_RANGING;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;K8;K8;K8;;;;;;;;;
;;;;Freq1;SVM_IDX;SVM_IDX_KGasFreq;0;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Freq1;Freq1;Freq1;;;;;;;;;
;;;;Freq2;SVM_IDX;SVM_IDX_KGasFreq;1;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;1 Read/Write;1 Read/Write;Freq2;Freq2;Freq2;;;;;;;;;
;;;;Freq3;SVM_IDX;SVM_IDX_KGasFreq;2;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Freq3;Freq3;Freq3;;;;;;;;;
;;;;Freq4;SVM_IDX;SVM_IDX_KGasFreq;3;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Freq4;Freq4;Freq4;;;;;;;;;
;;;;Freq5;SVM_IDX;SVM_IDX_KGasFreq;4;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Freq5;Freq5;Freq5;;;;;;;;;
;;;;Freq6;SVM_IDX;SVM_IDX_KGasFreq;5;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Freq6;Freq6;Freq6;;;;;;;;;
;;;;Freq7;SVM_IDX;SVM_IDX_KGasFreq;6;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Freq7;Freq7;Freq7;;;;;;;;;
;;;;Freq8;SVM_IDX;SVM_IDX_KGasFreq;7;NUMERICAL PARAM;;12;AUTO_RANGING;Hz;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Freq8;Freq8;Freq8;;;;;;;;;
;;FE parameters;;;;;;MENU;;;;;;;;;FE parameters;FE parameters;Param\x8Atres FE;;;;;;;;;
;;;Read Parameters;;CDT_IDX;CDT_IDX_readParameters;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Read Parameters;Read Parameters;Lire param\x8Atres;;;;;;;;;
;;;Write Parameters;;CDT_IDX;CDT_IDX_writeParameters;0;AUTO ADJUST;;;;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Write Parameters;Write Parameters;Ecrire param\x8Atres;;;;;;;;;
;;;Save As Cust. Def;;CDT_IDX;CDT_IDX_saveCustomerDef;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Save As Cust. Def;Save As Cust. Def;Save As Cust. Def;;;;;;;;;
;;;Save As Fact. Def;;CDT_IDX;CDT_IDX_saveFactoryDef;0;AUTO ADJUST;;;;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Save As Fact. Def;Save As Fact. Def;Save As Fact. Def;;;;;;;;;
;;;Reset To Cust. Def;;CDT_IDX;CDT_IDX_resetCustomerDef;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Reset To Cust. Def;Reset To Cust. Def;Reset To Cust. Def;;;;;;;;;
;;;Reset To Fact. Def;;CDT_IDX;CDT_IDX_resetFactoryDef;0;AUTO ADJUST;;;;;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Reset To Fact. Def;Reset To Fact. Def;Reset To Fact. Def;;;;;;;;;
;;;Vibration Compensa.;;;;;MENU;;;;;;;;;Vibration Compensa.;Vibration Compensa.;Vibration Compensa.;;;;;;;;;
;;;;Correction On;CDT_IDX;CDT_IDX_vbrCorrectionOn;0;ENUM PARAM;;;;Not Used;0 Read Only;1 Read/Write;1 Read/Write;1 Read/Write;Correction On;Correction On;Correction On;;;;;;;;;
;;;;Filter Step;CDT_IDX;CDT_IDX_vbrFilStep;0;NUMERICAL PARAM;;4;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Filter Step;Filter Step;Filter Step;;;;;;;;;
;;;;Num Of Coef.;CDT_IDX;CDT_IDX_vbrFilNumCoef;0;NUMERICAL PARAM;;3;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Num Of Coef.;Num Of Coef.;Num Of Coef.;;;;;;;;;
;;;Lock-in Algorithm;;;;;MENU;;;;;;;;;Lock-in Algorithm;Lock-in Algorithm;Lock-in Algorithm;;;;;;;;;
;;;;Min Integration Period;CDT_IDX;CDT_IDX_lockMinIntPeriod;0;NUMERICAL PARAM;;2;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Min Integration Period;Min Integration Period;Min Integration Period;;;;;;;;;
;;;;Max Integration Period;CDT_IDX;CDT_IDX_lockMaxIntPeriod;0;NUMERICAL PARAM;;2;0;;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Max Integration Period;Max Integration Period;Max Integration Period;;;;;;;;;
;;;;Estimation Error Margin;CDT_IDX;CDT_IDX_lockEstimation;0;NUMERICAL PARAM;;2;0;%;0 Read Only;0 Read Only;0 Read Only;1 Read/Write;Estimation Error Margin;Estimation Error Margin;Estimation Error Margin;;;;;;;;;
